user_id,signup_date,cohort_month,last_activity_date,days_since_signup,days_since_last_activity,sessions_7d,sessions_30d,onboarding_completed,first_purchase_done,purchase_count_90d,gmv_90d_rub,aov_rub,refund_rate_90d,promo_share_90d,price_sensitivity,category_affinity_top,loyalty_level,has_subscription,preferred_channel,push_opt_in,email_opt_in,sms_opt_in,push_open_rate_90d,email_open_rate_90d,click_rate_90d,send_time_pref,device,city_tier,support_tickets_90d,nps_last,churn_risk,ltv_proxy,push_sent_30d,email_sent_30d,inapp_shown_30d,channel_fatigue_score,last_campaign_type,days_since_last_campaign,crm_conversions_90d,true_value_tier,true_lifecycle_stage,true_price_segment,true_segment_label,true_recommended_channel,true_next_goal,product_views_7d,product_views_30d,add_to_cart_30d,wishlist_items,last_view_category,days_since_last_cart_add,abandoned_cart_flag,cart_value_rub,true_trigger_event,true_nba_action
u000784,2025-12-08,2025-12,2025-12-27,25,6,1,7,0,0,0,0,3991,0.091,0.174,0.214,Одежда,Gold,1,email,1,0,0,0.464,0.007,0.033,утро,Android,2,1,6,0.607,0,5,4,3,0.442,реактивация,14,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,inapp,активация,11,61,4,1,Одежда,45.0,0,2218,none,onboarding_nudge
u000785,2025-03-08,2025-03,2025-12-11,300,22,5,9,1,0,0,0,2470,0.014,0.173,0.183,Продукты,Gold,0,sms,1,0,0,0.107,0.017,0.079,день,Android,1,0,3,0.706,0,11,2,8,0.73,удержание,19,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,16,55,0,0,Продукты,,0,0,browse_no_cart,apology_help
u000786,2025-03-17,2025-03,2025-12-03,291,30,0,9,1,0,0,0,1712,0.002,0.418,0.53,Одежда,,0,inapp,1,1,1,0.138,0.19,0.09,вечер,iOS,1,0,4,0.772,0,8,5,5,0.599,реактивация,11,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,4,54,0,1,Одежда,,0,0,none,apology_help
u000787,2025-04-14,2025-04,2025-12-30,263,3,0,8,0,1,2,2319,1140,0.193,0.26,0.376,Детские,Silver,1,push,1,1,0,0.368,0.388,0.105,вечер,Android,3,0,8,0.385,2551,9,2,6,0.411,удержание,12,1,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,6,49,1,1,Дом,13.0,0,1155,none,personalized_upsell
u000788,2025-07-12,2025-07,2025-12-28,174,5,0,7,0,1,5,9380,1877,0.072,0.366,0.569,Детские,,0,push,0,0,1,0.0,0.031,0.059,день,iOS,2,2,6,0.419,9380,9,6,11,0.851,активация,8,0,VIP,Active_Buyer,Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,49,0,1,Детские,,0,0,none,apology_help
u000789,2025-09-10,2025-09,2025-12-12,114,21,0,8,1,0,0,0,1602,0.042,0.691,0.642,Одежда,Platinum,1,email,0,0,0,0.006,0.011,0.089,утро,Android,2,1,6,0.715,0,6,6,3,0.673,активация,16,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,inapp,активация,0,37,0,1,Красота,,0,0,none,content_reco
u000790,2025-08-15,2025-08,2025-12-24,140,9,4,7,0,1,2,6820,3833,0.083,0.369,0.482,Продукты,Silver,0,email,1,1,1,0.344,0.326,0.106,вечер,Android,1,0,6,0.452,6820,5,6,2,0.379,промо,7,2,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,8,29,2,1,Продукты,3.0,1,2658,abandoned_cart,cart_recovery
u000791,2025-10-22,2025-10,2025-12-15,72,18,2,7,1,0,0,0,5901,0.069,0.065,0.24,Красота,Platinum,0,push,0,1,1,0.007,0.271,0.038,день,Android,2,0,4,0.708,0,8,5,3,0.585,upsell,12,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,37,1,0,Красота,3.0,1,2350,abandoned_cart,cart_recovery
u000792,2025-11-03,2025-11,2025-11-05,60,58,0,4,1,0,0,0,3523,0.061,0.454,0.545,Детские,Silver,0,inapp,1,0,0,0.046,0.025,0.019,вечер,Android,3,2,7,1.0,0,12,4,5,0.752,промо,20,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,1,0,0,0,Детские,,0,0,none,apology_help
u000793,2025-04-09,2025-04,2025-12-25,268,8,1,7,0,1,1,1198,1330,0.089,0.254,0.334,Детские,Silver,0,email,1,0,1,0.186,0.0,0.082,утро,Android,3,0,10,0.444,1198,3,1,6,0.522,сервис/поддержка,18,0,High,First_Buyer,Not_Price_Sensitive,Retention,push,удержание,0,42,1,0,Детские,21.0,0,925,none,content_reco
u000794,2025-12-05,2025-12,2025-12-24,28,9,3,5,1,0,0,0,2059,0.136,0.188,0.306,Авто,Gold,1,push,0,1,0,0.013,0.162,0.095,утро,iOS,2,1,2,0.668,0,13,2,2,0.643,upsell,5,0,High,New_NoPurchase,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,18,30,1,0,Авто,32.0,0,2359,none,apology_help
u000795,2025-10-14,2025-10,2025-10-12,80,82,1,2,0,0,0,0,1764,0.104,0.183,0.553,Одежда,Gold,1,email,1,1,0,0.0,0.077,0.05,вечер,iOS,3,0,7,1.0,0,5,3,6,0.633,промо,22,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,0,1,1,Одежда,6.0,1,433,abandoned_cart,cart_recovery
u000796,2025-12-02,2025-12,2025-10-29,31,65,0,0,1,0,0,0,1445,0.091,0.48,0.422,Электроника,Silver,1,push,1,1,1,0.057,0.0,0.057,день,Android,2,1,2,1.0,0,2,4,4,0.574,сервис/поддержка,22,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,15,2,0,Авто,13.0,0,1143,none,apology_help
u000797,2025-12-14,2025-12,2025-12-14,19,19,0,3,0,0,0,0,1901,0.074,0.491,0.75,Авто,,0,email,1,0,0,0.02,0.009,0.004,утро,iOS,1,0,5,0.786,0,6,3,5,0.652,промо,32,0,High,New_NoPurchase,Promo_Hunter,Activation,inapp,активация,0,28,0,0,Авто,,0,0,none,onboarding_nudge
u000798,2025-11-05,2025-11,2025-12-13,58,20,0,1,0,1,0,0,1858,0.022,0.477,0.516,Дом,,0,email,1,1,0,0.0,0.239,0.009,вечер,Android,2,0,10,0.829,0,4,3,1,0.468,реактивация,30,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,7,1,0,Авто,32.0,0,1931,none,winback
u000799,2025-09-07,2025-09,2025-12-27,117,6,3,8,0,0,0,0,5487,0.083,0.166,0.199,Спорт,Silver,1,sms,1,0,0,0.317,0.021,0.058,вечер,iOS,3,0,8,0.59,0,7,5,2,0.528,upsell,18,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,20,55,2,0,Спорт,5.0,1,3739,abandoned_cart,cart_recovery
u000800,2025-06-16,2025-06,2025-12-14,200,19,0,4,1,0,0,0,2394,0.096,0.455,0.45,Финансы,Silver,1,email,0,0,0,0.0,0.0,0.034,вечер,Web,2,0,7,0.768,0,1,3,4,0.563,промо,8,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,inapp,реактивация,0,25,0,1,Финансы,,0,0,none,winback
u000801,2025-12-02,2025-12,2025-12-10,31,23,0,7,0,0,0,0,3147,0.045,0.502,0.565,Детские,,0,inapp,1,1,0,0.151,0.126,0.109,вечер,iOS,2,0,3,0.749,0,7,7,2,0.586,upsell,35,1,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,23,1,1,Детские,18.0,1,1910,abandoned_cart,cart_recovery
u000802,2025-01-31,2025-01,2025-10-18,336,76,1,1,0,0,0,0,3557,0.062,0.403,0.503,Одежда,Silver,0,email,1,0,1,0.0,0.024,0.032,вечер,Android,2,1,8,1.0,0,9,1,6,0.687,сервис/поддержка,15,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Одежда,,0,0,none,winback
u000803,2025-09-05,2025-09,2025-12-08,119,25,0,4,0,0,0,0,3027,0.031,0.392,0.49,Спорт,,0,push,1,1,0,0.166,0.071,0.049,вечер,iOS,3,0,7,0.818,0,2,0,5,0.452,реактивация,15,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,3,33,1,0,Спорт,7.0,0,2649,none,winback
u000804,2025-04-17,2025-04,2025-12-27,260,6,3,9,1,0,0,0,4233,0.09,0.606,0.634,Путешествия,Silver,0,push,1,0,1,0.53,0.006,0.123,день,iOS,1,0,6,0.572,0,3,9,5,0.499,промо,30,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,20,68,4,1,Путешествия,8.0,0,3143,none,content_reco
u000805,2025-02-21,2025-02,2025-12-24,315,9,0,5,1,0,0,0,1629,0.009,0.386,0.608,Одежда,,0,email,1,1,0,0.242,0.38,0.047,день,Web,2,0,5,0.668,0,5,4,5,0.415,активация,8,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,email,активация,0,24,1,0,Одежда,11.0,0,1223,none,content_reco
u000806,2025-03-23,2025-03,2025-12-21,285,12,0,6,0,1,1,3471,3387,0.053,0.526,0.506,Продукты,Silver,1,inapp,1,1,0,0.27,0.203,0.153,утро,iOS,2,0,4,0.495,3818,2,4,3,0.391,удержание,23,0,High,First_Buyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,52,3,0,Продукты,4.0,1,4622,abandoned_cart,cart_recovery
u000807,2025-05-14,2025-05,2025-10-11,233,83,0,1,1,0,0,0,5879,0.034,0.185,0.278,Спорт,Gold,1,inapp,1,1,1,0.131,0.0,0.054,утро,iOS,3,1,4,1.0,0,7,2,0,0.528,промо,14,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,0,0,Спорт,,1,1172,abandoned_cart,cart_recovery
u000808,2025-10-13,2025-10,2025-11-20,81,43,0,7,1,1,5,6868,1344,0.075,0.376,0.467,Электроника,,0,email,1,1,0,0.182,0.129,0.039,вечер,iOS,3,0,8,0.736,6868,5,1,6,0.506,промо,26,0,High,Active_NonBuyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,0,0,0,0,Электроника,,0,0,none,personalized_upsell
u000809,2025-05-19,2025-05,2025-12-30,228,3,2,8,0,0,0,0,1658,0.007,0.18,0.3,Детские,Silver,0,push,1,1,1,0.535,0.172,0.13,утро,iOS,1,0,7,0.565,0,9,0,5,0.381,активация,66,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,8,67,3,2,Детские,18.0,0,727,none,content_reco
u000810,2025-07-04,2025-07,2025-12-22,182,11,0,4,0,0,0,0,1591,0.048,0.191,0.223,Продукты,,0,email,0,0,1,0.014,0.014,0.0,день,iOS,2,0,7,0.702,0,4,4,2,0.585,активация,5,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,19,0,0,Продукты,,1,848,abandoned_cart,cart_recovery
u000811,2025-11-27,2025-11,2025-12-17,36,16,0,1,0,1,0,0,6539,0.044,0.267,0.385,Продукты,,0,inapp,1,1,0,0.048,0.061,0.076,вечер,Android,3,0,9,0.796,0,8,3,4,0.636,промо,5,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,9,0,0,Продукты,,0,0,none,winback
u000812,2025-10-01,2025-10,2025-12-30,93,3,0,6,1,0,0,0,1113,0.029,0.435,0.551,Электроника,Silver,0,push,1,0,1,0.393,0.028,0.019,утро,iOS,2,0,4,0.6,0,8,2,1,0.445,активация,11,1,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,2,36,2,2,Продукты,17.0,0,1232,none,apology_help
u000813,2025-12-07,2025-12,2025-09-22,26,102,2,2,0,0,0,0,2123,0.054,0.222,0.372,Электроника,Silver,1,push,1,1,1,0.129,0.0,0.0,день,iOS,2,0,3,1.0,0,9,3,7,0.695,промо,7,0,High,New_NoPurchase,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,0,0,Электроника,,1,1081,abandoned_cart,cart_recovery
u000814,2025-03-11,2025-03,2025-12-03,297,30,0,11,0,1,3,9029,2619,0.014,0.529,0.635,Одежда,,0,push,1,1,0,0.214,0.228,0.07,вечер,Android,2,1,8,0.558,9029,4,3,3,0.42,промо,19,0,VIP,Active_NonBuyer,Price_Sensitive,VIP_Retention_Upsell,email,upsell,0,88,5,0,Одежда,10.0,0,1338,none,personalized_upsell
u000815,2025-02-04,2025-02,2025-12-25,332,8,0,6,0,1,0,0,1477,0.058,0.309,0.353,Красота,,0,push,1,0,1,0.332,0.032,0.036,день,iOS,2,0,4,0.642,0,8,4,3,0.534,сервис/поддержка,48,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,35,1,0,Дом,5.0,0,1634,none,apology_help
u000816,2025-09-20,2025-09,2025-11-16,104,47,0,0,0,0,0,0,1158,0.026,0.262,0.284,Электроника,Silver,1,push,0,1,0,0.011,0.001,0.018,день,Android,2,0,6,1.0,0,7,2,4,0.642,upsell,15,0,High,Dormant,Not_Price_Sensitive,Reactivation,email,реактивация,0,0,0,0,Детские,,0,0,none,winback
u000817,2025-02-23,2025-02,2025-12-22,313,11,0,5,1,0,0,0,1273,0.047,0.208,0.255,Дом,,0,email,1,1,0,0.061,0.392,0.057,вечер,Web,2,0,6,0.684,0,3,1,6,0.415,удержание,8,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,10,37,2,0,Дом,24.0,0,780,none,content_reco
u000818,2025-07-25,2025-07,2025-12-16,161,17,0,7,1,0,0,0,1741,0.012,0.337,0.372,Одежда,,0,inapp,1,0,1,0.1,0.024,0.088,день,Android,2,0,6,0.699,0,2,5,3,0.547,удержание,6,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,53,0,1,Одежда,,1,651,abandoned_cart,cart_recovery
u000819,2025-05-07,2025-05,2025-12-23,240,10,0,2,1,1,0,0,1489,0.011,0.39,0.294,Красота,,0,push,0,1,0,0.034,0.147,0.0,день,Web,1,0,3,0.728,0,6,3,4,0.574,реактивация,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,16,0,0,Красота,,0,0,none,apology_help
u000820,2025-08-24,2025-08,2025-10-10,131,84,2,4,0,1,0,0,4420,0.014,0.077,0.198,Одежда,Silver,1,email,1,0,1,0.0,0.012,0.039,утро,Android,3,0,7,1.0,0,3,3,1,0.542,удержание,35,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,25,1,1,Одежда,15.0,0,5018,none,winback
u000821,2025-02-13,2025-02,2025-12-11,323,22,0,7,0,0,0,0,1496,0.116,0.666,0.705,Спорт,Gold,0,email,1,1,1,0.199,0.395,0.059,вечер,iOS,3,0,10,0.741,0,10,4,6,0.526,промо,19,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,email,активация,0,66,0,2,Спорт,,0,0,none,content_reco
u000822,2025-08-29,2025-08,2025-12-28,126,5,5,9,0,0,0,0,1488,0.02,0.151,0.196,Авто,,0,push,1,0,0,0.598,0.026,0.062,ночь,Android,1,0,6,0.564,0,10,5,3,0.48,удержание,41,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,34,79,0,0,Красота,,0,0,browse_no_cart,content_reco
u000823,2025-04-22,2025-04,2025-12-26,255,7,3,16,0,1,7,19685,2482,0.09,0.36,0.496,Одежда,Silver,1,email,1,1,0,0.572,0.598,0.106,вечер,iOS,2,0,7,0.278,21654,9,5,6,0.295,сервис/поддержка,34,2,VIP,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,19,113,3,2,Одежда,5.0,0,2742,none,personalized_upsell
u000824,2025-09-07,2025-09,2025-11-21,117,42,0,3,1,0,0,0,2344,0.022,0.239,0.334,Красота,Gold,1,push,0,1,0,0.004,0.011,0.0,ночь,Android,2,0,8,0.978,0,11,5,6,0.791,активация,34,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,inapp,реактивация,0,0,0,0,Красота,,0,0,none,winback
u000825,2025-06-01,2025-06,2025-11-03,215,60,0,7,0,1,1,359,346,0.023,0.258,0.407,Спорт,,0,push,1,1,0,0.11,0.005,0.009,день,Android,1,0,9,0.878,359,10,3,3,0.651,удержание,84,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Спорт,,0,0,none,winback
u000826,2025-07-03,2025-07,2025-12-07,183,26,0,6,1,0,0,0,1239,0.099,0.136,0.221,Спорт,,0,push,0,0,0,0.011,0.003,0.066,день,Android,2,0,9,0.792,0,5,3,5,0.641,активация,15,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,inapp,реактивация,2,22,0,0,Детские,,0,0,none,winback
u000827,2025-12-03,2025-12,2025-12-16,30,17,3,9,1,0,0,0,1513,0.087,0.226,0.298,Продукты,Gold,1,email,1,0,0,0.362,0.006,0.085,вечер,iOS,1,0,5,0.664,0,7,7,5,0.599,активация,51,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,push,активация,2,60,1,2,Дом,3.0,0,1690,none,onboarding_nudge
u000828,2025-04-06,2025-04,2025-11-30,271,33,0,4,0,1,0,0,1146,0.058,0.768,0.868,Продукты,,0,push,0,1,0,0.0,0.137,0.058,день,iOS,1,0,8,0.885,0,3,4,2,0.525,промо,13,0,High,Active_NonBuyer,Promo_Hunter,Reactivation,email,реактивация,0,19,2,1,Продукты,23.0,1,908,abandoned_cart,cart_recovery
u000829,2025-01-09,2025-01,2025-12-31,358,2,1,6,1,0,0,0,3393,0.151,0.503,0.456,Одежда,,0,push,1,0,0,0.331,0.032,0.081,утро,Android,1,1,9,0.592,0,6,4,6,0.551,удержание,29,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,7,37,0,1,Одежда,,0,0,none,content_reco
u000830,2025-12-27,2025-12,2025-12-29,6,4,7,6,0,0,0,0,878,0.041,0.184,0.305,Путешествия,,0,push,0,0,0,0.02,0.0,0.115,вечер,iOS,3,1,5,0.608,0,6,4,4,0.655,промо,5,0,High,New_Unactivated,Not_Price_Sensitive,Activation,inapp,активация,28,45,0,0,Продукты,,0,0,browse_no_cart,onboarding_nudge
u000831,2025-07-04,2025-07,2025-12-13,182,20,0,9,0,0,0,0,3562,0.057,0.09,0.26,Спорт,,0,inapp,1,1,0,0.288,0.327,0.117,утро,Web,1,0,10,0.689,0,2,3,2,0.301,удержание,39,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,55,3,1,Спорт,11.0,0,1643,none,content_reco
u000832,2025-10-09,2025-10,2025-12-19,85,14,2,6,0,0,0,0,624,0.021,0.201,0.41,Одежда,Platinum,1,push,0,1,0,0.011,0.299,0.001,день,iOS,2,0,6,0.692,0,8,2,2,0.506,реактивация,5,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,0,44,1,0,Одежда,13.0,0,622,none,content_reco
u000833,2025-07-15,2025-07,2025-12-13,171,20,0,3,0,0,0,0,2089,0.022,0.492,0.594,Продукты,Gold,0,push,1,1,1,0.341,0.173,0.0,вечер,Android,2,0,7,0.794,0,2,4,3,0.374,промо,25,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,1,20,2,1,Продукты,1.0,1,1834,abandoned_cart,cart_recovery
u000834,2025-12-19,2025-12,2025-12-29,14,4,0,7,1,0,0,0,4723,0.036,0.122,0.172,Электроника,Silver,0,sms,1,0,0,0.334,0.039,0.066,день,Android,1,1,10,0.591,0,6,2,3,0.464,активация,8,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,push,активация,1,41,2,0,Электроника,15.0,1,3751,abandoned_cart,cart_recovery
u000835,2025-07-15,2025-07,2025-12-26,171,7,1,5,1,0,0,0,1441,0.042,0.317,0.377,Детские,,1,push,1,1,1,0.327,0.413,0.05,ночь,iOS,3,0,5,0.651,0,8,3,2,0.351,активация,14,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,12,27,1,0,Детские,14.0,0,1625,none,content_reco
u000836,2025-06-05,2025-06,2025-12-12,211,21,0,4,1,0,0,0,2024,0.17,0.117,0.103,Одежда,,0,inapp,1,0,1,0.019,0.0,0.065,вечер,Android,2,0,1,0.785,0,5,4,10,0.739,промо,8,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,5,52,0,1,Одежда,,1,615,abandoned_cart,cart_recovery
u000837,2025-04-04,2025-04,2025-12-10,273,23,1,4,1,0,0,0,3516,0.106,0.593,0.6,Электроника,,0,push,1,1,0,0.145,0.245,0.05,ночь,Android,1,1,7,0.802,0,11,3,8,0.641,активация,6,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,push,реактивация,4,40,0,1,Электроника,,0,0,none,winback
u000838,2025-06-10,2025-06,2025-10-05,206,89,1,0,0,0,0,0,3462,0.033,0.541,0.696,Детские,,1,email,0,0,0,0.0,0.033,0.038,утро,iOS,2,0,9,1.0,0,7,1,6,0.65,промо,8,0,High,Dormant,Price_Sensitive,Reactivation,inapp,реактивация,7,16,1,0,Детские,2.0,1,1185,abandoned_cart,cart_recovery
u000839,2025-03-03,2025-03,2025-12-21,305,12,0,5,1,0,0,0,2360,0.07,0.304,0.513,Путешествия,Gold,1,push,1,0,0,0.41,0.029,0.0,день,iOS,2,1,5,0.692,0,11,2,5,0.554,промо,17,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,25,1,2,Путешествия,11.0,1,571,abandoned_cart,cart_recovery
u000840,2025-05-03,2025-05,2025-12-30,244,3,5,7,1,1,1,1676,1808,0.16,0.265,0.354,Электроника,,0,push,1,1,0,0.546,0.386,0.1,вечер,iOS,1,0,5,0.402,1676,6,3,4,0.274,удержание,44,0,High,First_Buyer,Not_Price_Sensitive,Retention,push,удержание,39,38,2,0,Электроника,5.0,0,1346,none,content_reco
u000841,2025-02-21,2025-02,2025-07-22,315,164,0,4,1,0,0,0,1798,0.055,0.268,0.522,Путешествия,Gold,0,sms,1,1,0,0.0,0.157,0.0,вечер,Android,3,0,8,1.0,0,5,3,8,0.634,промо,8,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Путешествия,,0,0,none,winback
u000842,2025-10-05,2025-10,2025-05-24,89,223,0,5,1,1,1,960,930,0.09,0.542,0.559,Электроника,,0,email,0,0,0,0.013,0.0,0.0,вечер,iOS,3,0,5,1.0,960,5,3,5,0.641,удержание,34,0,High,Dormant,Price_Sensitive,Reactivation,inapp,реактивация,0,0,2,0,Путешествия,10.0,1,916,abandoned_cart,cart_recovery
u000843,2025-01-06,2025-01,2025-12-26,361,7,3,9,1,0,0,0,1137,0.185,0.426,0.527,Спорт,Silver,1,push,1,1,0,0.458,0.331,0.045,вечер,Android,2,1,4,0.581,0,8,2,2,0.314,удержание,7,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,25,76,1,1,Спорт,13.0,0,595,none,apology_help
u000844,2025-04-03,2025-04,2025-12-13,274,20,2,5,1,0,0,0,2038,0.124,0.493,0.402,Финансы,Gold,1,inapp,1,1,1,0.245,0.11,0.078,день,Android,3,0,8,0.759,0,2,0,6,0.421,удержание,13,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,1,32,0,0,Финансы,,0,0,none,winback
u000845,2025-06-20,2025-06,2025-12-12,196,21,2,5,1,0,0,0,2323,0.05,0.357,0.447,Электроника,Silver,0,email,1,0,0,0.138,0.02,0.024,ночь,Android,1,0,8,0.767,0,5,5,4,0.6,промо,22,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,2,33,0,1,Электроника,,0,0,none,winback
u000846,2025-11-14,2025-11,2025-12-23,49,10,0,7,1,0,0,0,8217,0.103,0.191,0.318,Одежда,,1,inapp,1,1,0,0.251,0.375,0.09,вечер,Android,1,0,6,0.641,0,7,3,5,0.43,сервис/поддержка,9,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,56,4,1,Одежда,4.0,0,8672,none,content_reco
u000847,2025-01-23,2025-01,2025-10-24,344,70,0,0,1,0,0,0,3070,0.223,0.282,0.338,Дом,,0,push,1,1,0,0.133,0.0,0.0,ночь,iOS,2,0,4,1.0,0,8,6,3,0.66,реактивация,13,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,0,0,Дом,,0,0,none,apology_help
u000848,2025-11-23,2025-11,2025-12-28,40,5,1,2,1,0,0,0,1649,0.017,0.212,0.421,Продукты,,0,push,1,0,1,0.123,0.003,0.1,утро,Android,2,0,8,0.687,0,8,7,4,0.696,промо,9,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,17,18,0,0,Дом,,0,0,browse_no_cart,content_reco
u000849,2025-01-02,2025-01,2025-12-28,365,5,2,3,1,0,0,0,2646,0.069,0.048,0.05,Путешествия,Gold,0,email,1,0,0,0.169,0.021,0.052,день,iOS,1,0,7,0.669,0,5,3,4,0.554,промо,22,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,15,19,2,0,Путешествия,9.0,0,2270,none,content_reco
u000850,2025-05-14,2025-05,2025-12-04,233,29,0,6,1,1,3,2044,757,0.052,0.436,0.377,Продукты,,0,inapp,0,1,0,0.019,0.035,0.106,вечер,Android,2,0,5,0.637,2044,7,1,6,0.642,удержание,14,0,High,Active_NonBuyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,0,28,0,0,Авто,,0,0,none,personalized_upsell
u000851,2025-08-22,2025-08,2025-11-28,133,35,1,0,1,0,0,0,2093,0.074,0.46,0.549,Спорт,,0,inapp,1,0,0,0.049,0.055,0.084,утро,iOS,3,1,4,0.972,0,9,6,4,0.705,реактивация,3,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,0,1,0,Спорт,16.0,1,814,abandoned_cart,cart_recovery
u000852,2025-01-13,2025-01,2025-10-02,354,92,2,4,1,0,0,0,2912,0.068,0.211,0.152,Дом,Silver,1,push,1,1,1,0.155,0.0,0.0,день,iOS,2,1,5,1.0,0,10,5,4,0.685,реактивация,15,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,18,13,0,0,Дом,,0,0,browse_no_cart,winback
u000853,2025-12-13,2025-12,2025-08-31,20,124,0,4,0,0,0,0,2926,0.01,0.758,0.853,Красота,Gold,1,push,0,1,0,0.011,0.0,0.0,вечер,Android,1,0,10,1.0,0,5,3,6,0.659,активация,11,0,High,New_NoPurchase,Promo_Hunter,Activation,inapp,активация,0,21,0,1,Красота,,0,0,none,onboarding_nudge
u000854,2025-02-16,2025-02,2025-12-12,320,21,0,1,1,0,0,0,1927,0.121,0.413,0.485,Дом,Silver,0,push,1,0,1,0.169,0.002,0.022,утро,Android,2,0,4,0.837,0,7,3,7,0.645,активация,13,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,19,0,0,Одежда,,0,0,none,apology_help
u000855,2025-02-04,2025-02,2025-11-25,332,38,2,3,0,0,0,0,2734,0.04,0.292,0.454,Продукты,,0,inapp,1,1,0,0.04,0.0,0.026,вечер,iOS,1,0,10,0.944,0,8,2,4,0.647,удержание,14,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,16,0,0,0,Продукты,,1,1303,abandoned_cart,cart_recovery
